grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3
1.0432760771793035,1.7540735006332397,1.781048705180486,1.754044963253869,1.7263510048389439,1.7705922722816467,1.0080519914627075,1.02091454466184,0.9988533125983344,1.0193616628646849,0.9926971580301013,64,0,,,,,,,,,,
,,,,,,,,,,,,,2.361288070678711,2.3142671164344337,2.3370293943505547,2.3902825327480537,2.431049888784235,1.619016408920288,1.5891230176476872,1.6141185446789388,1.6307138344820808,1.6555977951396592
0.787795722778238,1.4232715916633605,1.1780817696722394,1.36265932916867,1.4982091293661648,1.643471199366415,0.6977111864089968,0.45075042785584185,0.6303742470467638,0.7779830609385675,0.9213022076756805,3264,50,,,,,,,,,,
0.3899093052723719,1.2807791948318477,0.9794806488629039,1.2031105890001892,1.3990960245964508,1.5573723050127002,0.5893778526782988,0.28544051354301353,0.5170801667126692,0.706253077439814,0.8643497243486445,6464,100,,,,,,,,,,
0.3645033956988535,1.235571541786194,0.9196067217670743,1.1469562895248615,1.341683672078975,1.517288235208936,0.5788471293449404,0.25820873391902643,0.48900663246608117,0.6894121513265028,0.8616142329432434,9664,150,,,,,,,,,,
0.37218970408266844,1.193486471176148,0.8627393984944561,1.0929109676029576,1.311887918565038,1.4885942513266393,0.5680283886194226,0.23568281468074284,0.4710177164597273,0.6811793021430407,0.8664213472690722,12864,200,,,,,,,,,,
0.3438674546149337,1.1497868728637697,0.816020466340764,1.0578034012922501,1.2706046712443377,1.4608573574054085,0.556167914867401,0.22064535655592835,0.4629931878940821,0.6799323467194208,0.8672706835632098,16064,250,,,,,,,,,,
0.3486289499165761,1.1269397544860833,0.7866782842567134,1.0112718362192965,1.2500581896988454,1.4387770518748706,0.5575524491071698,0.21664435604833188,0.4477727356649214,0.6787000183087248,0.8664286105590476,19264,300,,,,,,,,,,
0.3563104504098784,1.0876727485656739,0.7473697248308802,0.9763410833097038,1.216188968877372,1.411802149056501,0.5452475136518478,0.2032916024883293,0.4367337965950331,0.67523940606687,0.866770469533699,22464,350,,,,,,,,,,
0.33452928541122995,1.0539317750930788,0.7067178537389186,0.9477745095391449,1.1936764618843674,1.3859583663305413,0.5369826978445057,0.19036100590856259,0.42764002144411334,0.6785339259159335,0.8698822710906629,25664,400,,,,,,,,,,
0.3317907957209251,1.023200441598893,0.6656275297790083,0.9159552568686757,1.162674730203736,1.3694022616537451,0.5312092328071596,0.17706217446148337,0.4245445966936544,0.6730983563762934,0.8711120925179789,28864,450,,,,,,,,,,
0.32975887026823014,0.9968466603755951,0.6387522186293748,0.893027774574681,1.137603759765625,1.3451732016398417,0.5276513123512268,0.17210038291685487,0.422512321635972,0.6710297492665986,0.8721507581439035,32064,500,,,,,,,,,,
0.3423923125362887,0.981012955904007,0.616972525299775,0.8663519018067115,1.1252400330626067,1.3254143264730835,0.5336604791879656,0.1700836748488725,0.41986125300717103,0.6766550332451096,0.8780217120334304,35264,550,,,,,,,,,,
0.3280411022027677,0.9526082408428195,0.5931845163614898,0.8328187112482427,1.091516908190465,1.3047657234792982,0.5257991856336596,0.16197102330397603,0.4122414847708638,0.6623791750762358,0.8784327346545004,38464,600,,,,,,,,,,
0.3287979635393354,0.932736486196518,0.5681418673592323,0.8136739035075379,1.0698873079510258,1.2837684716112028,0.5226875668764119,0.15830021249766646,0.40196711477938674,0.6585717877947299,0.8764479778819341,41664,650,,,,,,,,,,
0.3265392426492311,0.899256718158722,0.5362932831048971,0.7860453213317473,1.037048465709016,1.2635481289301498,0.510584261417389,0.1510264710367227,0.3947360344891309,0.6479523206220805,0.8743269600770037,44864,700,,,,,,,,,,
0.34405509038592286,0.8809154784679413,0.5174737976564929,0.7500804717838774,1.0026017412660044,1.2355284173293468,0.509912443757057,0.14531088309590948,0.37821447346359477,0.6312480715952095,0.8667512686651373,48064,750,,,,,,,,,,
0.3115176476957002,0.8453288614749909,0.4977844160054828,0.7053562208097801,0.9732919640620236,1.2181306808543182,0.4920433026552202,0.1432977791833532,0.3554651139020065,0.6196762754999359,0.8627970083090079,51264,800,,,,,,,,,,
0.31926496817833905,0.822096571922302,0.4724081524410597,0.6876252396043454,0.9450810041397257,1.201652424436218,0.4853147917985916,0.13600084452155217,0.3517698224260958,0.6069209861527586,0.8648866734034579,54464,850,,,,,,,,,,
